Id;ActiveDate;EndDate;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;SaleType;SaleCondition;SalePrice;DateSold
210;2018-02-25;2023-01-15;20.0;rl;75.0;8250;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;6;7;1964;1964;hip;compshg;hdboard;hdboard;stone;260.0;ta;ta;cblock;gd;ta;no;rec;787;unf;0;305;gasa;ex;y;sbrkr;1092;0;0;1.0;0;1;0.0;3;1;ta;6;typ;0;‘’;attchd;1964.0;rfn;2;504;ta;gd;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;145000.0;2008-07-20
211;2018-02-25;2023-01-16;30.0;rl;67.0;5604;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;1story;5;6;1925;1950;gable;compshg;stucco;stucco;none;0.0;ta;ta;cblock;ta;ta;no;rec;468;unf;0;396;gasa;ta;n;fusea;864;0;0;1.0;0;1;0.0;2;1;ta;5;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;y;0;0;96;0;0;0;‘’;‘’;0;0;wd;normal;98000.0;2008-04-20
212;2018-02-25;2023-01-17;20.0;rl;83.0;10420;pave;‘’;reg;lvl;allpub;corner;gtl;edwards;norm;norm;1fam;1story;6;5;2009;2009;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;pconc;gd;ta;mn;glq;36;unf;0;1176;gasa;ex;y;sbrkr;1212;0;0;0.0;0;2;0.0;3;1;gd;6;typ;0;‘’;attchd;2009.0;rfn;2;460;ta;ta;y;100;22;0;0;0;0;‘’;‘’;0;0;wd;normal;186000.0;2010-03-20
213;2018-02-25;2023-01-18;60.0;fv;72.0;8640;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;2story;7;5;2009;2009;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;pconc;gd;ta;no;glq;822;unf;0;78;gasa;ex;y;sbrkr;932;920;0;1.0;0;2;1.0;3;1;gd;7;typ;1;ta;attchd;2009.0;rfn;2;644;ta;ta;y;168;108;0;0;0;0;‘’;‘’;0;0;new;partial;252678.0;2009-07-20
214;2018-02-25;2023-01-19;20.0;rl;43.0;13568;pave;‘’;ir2;lvl;allpub;culdsac;gtl;collgcr;norm;norm;1fam;1story;5;5;1995;1995;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;pconc;gd;ta;no;alq;716;unf;0;274;gasa;ex;y;sbrkr;990;0;0;0.0;1;1;0.0;3;1;ta;5;typ;0;‘’;attchd;1996.0;unf;2;576;ta;ta;y;224;0;0;0;0;0;‘’;‘’;0;0;wd;normal;156000.0;2006-07-20
215;2018-02-25;2023-01-20;60.0;rl;0.0;10900;pave;‘’;ir1;lvl;allpub;fr2;gtl;collgcr;norm;norm;1fam;2story;6;7;1977;1977;gable;compshg;hdboard;hdboard;brkface;153.0;ta;ta;cblock;gd;ta;no;glq;378;unf;0;311;gasa;ex;y;sbrkr;689;703;0;0.0;0;1;1.0;3;1;ta;6;typ;0;‘’;attchd;1977.0;fin;1;299;ta;ta;y;0;36;0;0;0;0;‘’;mnprv;shed;450;wd;normal;161750.0;2010-03-20
216;2018-02-25;2023-01-21;20.0;rl;72.0;10011;pave;‘’;ir1;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;6;1957;1996;gable;compshg;hdboard;hdboard;brkface;64.0;ta;ta;cblock;ta;ta;no;blq;360;unf;0;710;gasa;ta;y;sbrkr;1236;0;0;0.0;1;1;0.0;2;1;gd;6;min1;1;fa;attchd;1957.0;unf;1;447;ta;ta;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;134450.0;2006-05-20
217;2018-02-25;2023-01-22;20.0;rl;65.0;8450;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;1story;7;5;2004;2004;gable;compshg;vinylsd;vinylsd;brkface;266.0;gd;ta;pconc;gd;ta;mn;glq;946;unf;0;490;gasa;ex;y;sbrkr;1436;0;0;1.0;0;2;0.0;3;1;gd;8;typ;0;‘’;attchd;2004.0;unf;2;484;ta;ta;y;139;98;0;0;0;0;‘’;‘’;0;0;wd;normal;210000.0;2008-04-20
218;2018-02-25;2023-01-23;70.0;rm;57.0;9906;pave;grvl;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;2story;4;4;1925;1950;gable;compshg;metalsd;metalsd;none;0.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;686;gasa;fa;n;sbrkr;810;518;0;0.0;0;1;0.0;3;1;ta;8;typ;0;‘’;detchd;1940.0;unf;1;210;ta;ta;y;0;172;60;0;0;0;‘’;‘’;0;0;wd;family;107000.0;2006-09-20
219;2018-02-25;2023-01-24;50.0;rl;0.0;15660;pave;‘’;ir1;lvl;allpub;corner;gtl;crawfor;norm;norm;1fam;1.5fin;7;9;1939;2006;gable;compshg;vinylsd;vinylsd;brkface;312.0;gd;gd;cblock;ta;ta;no;blq;341;unf;0;457;gasa;ex;y;sbrkr;1137;817;0;0.0;1;1;1.0;3;1;gd;8;typ;2;ta;attchd;1939.0;unf;2;431;ta;ta;y;0;119;150;0;0;0;‘’;‘’;0;0;wd;normal;311500.0;2008-05-20
220;2018-02-25;2023-01-25;120.0;rl;43.0;3010;pave;‘’;reg;lvl;allpub;inside;gtl;blmngtn;norm;norm;twnhse;1story;7;5;2005;2006;gable;compshg;vinylsd;vinylsd;brkface;16.0;gd;ta;pconc;gd;ta;av;glq;16;unf;0;1232;gasa;ex;y;sbrkr;1248;0;0;0.0;0;2;0.0;2;1;gd;5;typ;0;‘’;attchd;2005.0;fin;2;438;ta;ta;y;108;0;0;0;0;0;‘’;‘’;0;0;new;partial;167240.0;2006-03-20
221;2018-02-25;2023-01-26;20.0;rl;73.0;8990;pave;‘’;ir1;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;1story;7;5;2006;2006;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;mn;unf;0;unf;0;1498;gasa;ex;y;sbrkr;1498;0;0;0.0;0;2;0.0;2;1;gd;5;typ;0;‘’;attchd;2006.0;rfn;2;675;ta;ta;y;351;33;0;0;0;0;‘’;‘’;0;0;new;partial;204900.0;2006-04-20
222;2018-02-25;2023-01-27;60.0;rl;0.0;8068;pave;‘’;ir1;lvl;allpub;inside;gtl;gilbert;norm;norm;1fam;2story;6;5;2002;2002;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;1010;gasa;ex;y;sbrkr;1010;1257;0;0.0;0;2;1.0;4;1;gd;8;typ;1;ta;builtin;2002.0;rfn;2;390;ta;ta;y;120;46;0;0;0;0;‘’;‘’;0;0;conli;normal;200000.0;2009-12-20
223;2018-02-25;2023-01-28;60.0;rl;85.0;11475;pave;‘’;reg;lvl;allpub;inside;gtl;nwames;rran;norm;1fam;2story;6;6;1975;1975;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;cblock;gd;ta;no;alq;550;unf;0;163;gasa;ta;y;sbrkr;811;741;0;1.0;0;2;1.0;3;1;ta;6;typ;1;ta;attchd;1975.0;rfn;2;434;ta;ta;y;209;208;0;0;0;0;‘’;mnprv;0;0;wd;normal;179900.0;2006-02-20
224;2018-02-25;2023-01-29;20.0;rl;70.0;10500;pave;‘’;reg;lvl;allpub;fr2;gtl;names;norm;norm;1fam;1story;4;6;1971;1971;gable;compshg;hdboard;hdboard;none;0.0;ta;ta;cblock;ta;ta;no;alq;524;lwq;180;160;gasa;gd;y;sbrkr;864;0;0;0.0;0;1;0.0;2;1;ta;4;typ;0;‘’;detchd;1989.0;unf;2;576;ta;ta;y;216;0;0;0;0;0;‘’;‘’;0;0;wd;abnorml;97000.0;2009-03-20
225;2018-02-25;2023-01-30;20.0;rl;103.0;13472;pave;‘’;reg;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;1story;10;5;2003;2003;hip;compshg;vinylsd;vinylsd;brkface;922.0;ex;ta;pconc;ex;ta;gd;glq;56;unf;0;2336;gasa;ex;y;sbrkr;2392;0;0;0.0;0;2;0.0;3;1;ex;8;typ;1;ex;attchd;2003.0;fin;3;968;ta;ta;y;248;105;0;0;0;0;‘’;‘’;0;0;wd;normal;386250.0;2009-06-20
226;2018-02-25;2023-01-31;160.0;rm;21.0;1680;pave;‘’;reg;lvl;allpub;inside;gtl;brdale;norm;norm;twnhs;2story;5;5;1971;1971;gable;compshg;hdboard;hdboard;brkface;142.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;630;gasa;ta;y;sbrkr;630;672;0;0.0;0;2;1.0;3;1;ta;6;typ;0;‘’;detchd;1991.0;unf;1;280;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;cod;abnorml;112000.0;2009-05-20
227;2018-02-25;2023-02-01;60.0;rl;82.0;9950;pave;‘’;ir1;lvl;allpub;inside;gtl;noridge;norm;norm;1fam;2story;7;5;1995;1995;gable;compshg;vinylsd;vinylsd;brkface;290.0;gd;ta;pconc;gd;ta;no;glq;565;unf;0;638;gasa;ex;y;sbrkr;1214;1306;0;0.0;0;2;1.0;4;1;gd;9;typ;1;ta;attchd;1995.0;rfn;3;721;ta;ta;y;224;114;0;0;0;0;‘’;‘’;0;0;wd;abnorml;290000.0;2007-06-20
228;2018-02-25;2023-02-02;160.0;rm;21.0;1869;pave;‘’;reg;lvl;allpub;inside;gtl;brdale;norm;norm;twnhs;2story;6;6;1970;1970;gable;compshg;hdboard;hdboard;brkface;127.0;ta;ta;cblock;ta;ta;no;rec;321;unf;0;162;gasa;ta;y;sbrkr;483;504;0;0.0;0;1;1.0;2;1;ta;5;typ;0;‘’;detchd;1987.0;unf;1;280;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;106000.0;2008-09-20
229;2018-02-25;2023-02-03;20.0;rl;70.0;8521;pave;‘’;reg;lvl;allpub;fr2;gtl;sawyer;feedr;norm;1fam;1story;5;5;1967;1967;gable;compshg;hdboard;hdboard;none;0.0;ta;ta;cblock;ta;ta;no;alq;842;unf;0;70;gasa;ta;y;sbrkr;912;0;0;0.0;0;1;0.0;3;1;ta;5;typ;1;fa;detchd;1974.0;unf;1;336;ta;ta;y;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;125000.0;2010-05-20
230;2018-02-25;2023-02-04;120.0;rl;43.0;3182;pave;‘’;reg;lvl;allpub;inside;gtl;blmngtn;norm;norm;twnhse;1story;7;5;2005;2006;gable;compshg;vinylsd;vinylsd;brkface;16.0;gd;ta;pconc;gd;ta;av;glq;16;unf;0;1357;gasa;ex;y;sbrkr;1555;0;0;0.0;0;2;0.0;2;1;gd;7;typ;1;ta;attchd;2005.0;fin;2;430;ta;ta;y;143;20;0;0;0;0;‘’;‘’;0;0;wd;normal;192500.0;2009-05-20
231;2018-02-25;2023-02-05;20.0;rl;73.0;8760;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;6;6;1959;1959;hip;compshg;metalsd;metalsd;brkface;220.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;1194;gasa;ta;y;sbrkr;1194;0;0;1.0;0;1;0.0;3;1;ta;6;typ;0;‘’;attchd;1959.0;rfn;1;312;ta;ta;y;0;0;120;0;0;0;‘’;‘’;0;0;wd;normal;148000.0;2010-04-20
232;2018-02-25;2023-02-06;60.0;rl;174.0;15138;pave;‘’;ir1;lvl;allpub;inside;gtl;noridge;norm;norm;1fam;2story;8;5;1995;1996;gable;compshg;vinylsd;vinylsd;brkface;506.0;gd;ta;pconc;gd;ta;no;glq;689;unf;0;773;gasa;ex;y;sbrkr;1490;1304;0;1.0;0;2;1.0;4;1;ex;9;typ;1;ta;attchd;1995.0;fin;3;810;ta;ta;y;0;146;202;0;0;0;‘’;‘’;0;0;wd;normal;403000.0;2009-07-20
233;2018-02-25;2023-02-07;160.0;rm;21.0;1680;pave;‘’;reg;lvl;allpub;inside;gtl;brdale;norm;norm;twnhs;2story;6;5;1972;1972;gable;compshg;hdboard;hdboard;brkface;297.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;483;gasa;ta;y;sbrkr;483;504;0;0.0;0;1;1.0;2;1;ta;5;typ;1;po;attchd;1972.0;unf;1;288;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;94500.0;2006-06-20
234;2018-02-25;2023-02-08;20.0;rl;75.0;10650;pave;‘’;reg;lvl;allpub;corner;gtl;collgcr;norm;norm;1fam;1story;5;6;1976;1976;gable;compshg;hdboard;hdboard;none;0.0;ta;ta;cblock;ta;gd;av;lwq;182;alq;712;0;gasa;ta;y;sbrkr;894;0;0;1.0;0;1;0.0;3;1;ta;5;typ;0;‘’;attchd;1976.0;unf;1;308;ta;ta;y;365;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;128200.0;2010-02-20
235;2018-02-25;2023-02-09;60.0;rl;0.0;7851;pave;‘’;reg;lvl;allpub;inside;gtl;gilbert;norm;norm;1fam;2story;6;5;2002;2002;gable;compshg;vinylsd;vinylsd;0.0;0.0;gd;ta;pconc;gd;ta;no;glq;625;unf;0;235;gasa;ex;y;sbrkr;860;1100;0;1.0;0;2;1.0;4;1;gd;8;typ;2;ta;builtin;2002.0;fin;2;440;ta;ta;y;288;48;0;0;0;0;‘’;‘’;0;0;wd;normal;216500.0;2010-05-20
236;2018-02-25;2023-02-10;160.0;rm;21.0;1680;pave;‘’;reg;lvl;allpub;inside;gtl;brdale;norm;norm;twnhse;2story;6;3;1971;1971;gable;compshg;hdboard;hdboard;brkface;604.0;ta;ta;cblock;ta;ta;no;alq;358;unf;0;125;gasa;ta;y;sbrkr;483;504;0;0.0;0;1;1.0;2;1;ta;5;typ;0;‘’;detchd;1971.0;unf;1;264;ta;ta;y;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;89500.0;2008-08-20
237;2018-02-25;2023-02-11;20.0;rl;65.0;8773;pave;‘’;reg;lvl;allpub;fr2;gtl;collgcr;norm;norm;1fam;1story;7;5;2004;2004;gable;compshg;vinylsd;vinylsd;brkface;98.0;gd;ta;pconc;gd;ta;av;glq;24;unf;0;1390;gasa;ex;y;sbrkr;1414;0;0;0.0;0;2;0.0;3;1;gd;6;typ;0;‘’;attchd;2004.0;rfn;2;494;ta;ta;y;132;105;0;0;0;0;‘’;‘’;0;0;wd;normal;185500.0;2010-05-20
238;2018-02-25;2023-02-12;60.0;rl;0.0;9453;pave;‘’;ir1;lvl;allpub;culdsac;gtl;sawyerw;rrne;norm;1fam;2story;7;7;1993;2003;gable;compshg;hdboard;hdboard;none;0.0;gd;ta;pconc;gd;ta;no;blq;402;unf;0;594;gasa;ex;y;sbrkr;1014;730;0;0.0;0;2;1.0;3;1;gd;7;typ;0;‘’;attchd;1993.0;rfn;2;457;ta;ta;y;370;70;0;238;0;0;‘’;‘’;0;0;wd;normal;194500.0;2010-02-20
239;2018-02-25;2023-02-13;20.0;rl;93.0;12030;pave;‘’;reg;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;1story;8;5;2007;2007;hip;compshg;vinylsd;vinylsd;brkface;254.0;ex;ta;pconc;ex;ta;no;unf;0;unf;0;1694;gasa;ex;y;sbrkr;1694;0;0;0.0;0;2;0.0;3;1;gd;7;typ;0;‘’;attchd;2007.0;fin;3;818;ta;ta;y;168;228;0;0;0;0;‘’;‘’;0;0;new;partial;318000.0;2007-12-20
240;2018-02-25;2023-02-14;50.0;rl;52.0;8741;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;1fam;1.5fin;6;4;1945;1950;gable;compshg;vinylsd;vinylsd;none;0.0;ta;ta;cblock;ta;fa;no;lwq;94;unf;0;641;gasa;ta;y;fusea;798;689;0;0.0;0;1;1.0;3;1;ta;7;typ;1;gd;detchd;1949.0;unf;1;220;ta;ta;y;0;140;0;0;0;0;‘’;mnprv;0;0;wd;normal;113000.0;2010-04-20
241;2018-02-25;2023-02-15;20.0;fv;75.0;9000;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;1story;8;5;2008;2008;gable;compshg;vinylsd;vinylsd;stone;36.0;gd;ta;pconc;gd;ta;av;glq;1078;unf;0;488;gasa;ex;y;sbrkr;1566;0;0;1.0;0;2;0.0;3;1;gd;7;typ;0;‘’;attchd;2008.0;rfn;2;750;ta;ta;y;144;168;0;0;0;0;‘’;‘’;0;0;wd;normal;262500.0;2010-04-20
242;2018-02-25;2023-02-16;30.0;rm;40.0;3880;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1story;5;9;1945;1997;gable;compshg;vinylsd;vinylsd;none;0.0;ta;gd;cblock;ta;ta;no;alq;329;unf;0;357;gasa;gd;y;sbrkr;866;0;0;0.0;0;1;0.0;2;1;gd;4;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;y;58;42;0;0;0;0;‘’;‘’;0;0;wd;normal;110500.0;2007-08-20
243;2018-02-25;2023-02-17;50.0;rm;63.0;5000;pave;‘’;reg;lvl;allpub;corner;gtl;oldtown;norm;norm;1fam;1.5fin;5;4;1900;1950;gable;compshg;wd sdng;wd sdng;none;0.0;ta;ta;brktil;ta;ta;no;unf;0;unf;0;540;gasa;gd;n;fusea;889;551;0;0.0;0;1;0.0;3;1;ta;6;typ;0;‘’;attchd;1940.0;unf;1;352;fa;ta;y;0;0;77;0;0;0;‘’;‘’;0;0;wd;normal;79000.0;2006-04-20
244;2018-02-25;2023-02-18;160.0;rl;75.0;10762;pave;‘’;reg;lvl;allpub;corner;gtl;sawyerw;norm;norm;twnhse;2story;6;6;1980;1980;gable;compshg;plywood;plywood;none;0.0;ta;ta;cblock;gd;ta;no;unf;0;unf;0;626;gasa;ta;y;sbrkr;626;591;0;0.0;0;1;1.0;3;1;ta;6;typ;1;ta;attchd;1980.0;rfn;1;288;ta;ta;y;0;28;0;0;0;0;‘’;‘’;0;0;wd;normal;120000.0;2009-04-20
245;2018-02-25;2023-02-19;60.0;rl;0.0;8880;pave;‘’;ir1;lvl;allpub;inside;gtl;sawyerw;norm;norm;1fam;2story;7;5;1994;2002;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;glq;695;unf;0;253;gasa;ex;y;sbrkr;1222;888;0;1.0;0;2;1.0;3;1;gd;8;typ;2;fa;attchd;1994.0;rfn;2;463;ta;ta;y;0;130;0;0;0;0;‘’;‘’;0;0;wd;normal;205000.0;2010-05-20
246;2018-02-25;2023-02-20;20.0;rl;80.0;10400;pave;‘’;reg;lvl;allpub;inside;gtl;nwames;norm;norm;1fam;1story;7;5;1988;1988;gable;compshg;wd sdng;wd sdng;brkface;102.0;ta;ta;cblock;gd;ta;av;glq;929;unf;0;916;gasa;gd;y;sbrkr;1872;0;0;0.0;1;2;0.0;3;1;ta;6;typ;1;ta;attchd;1988.0;fin;2;604;ta;ta;y;197;39;0;0;0;0;‘’;‘’;0;0;wd;normal;241500.0;2006-06-20
247;2018-02-25;2023-02-21;190.0;rm;69.0;9142;pave;grvl;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;2fmcon;2story;6;8;1910;1950;gable;compshg;asbshng;asbshng;none;0.0;ta;fa;stone;fa;ta;no;unf;0;unf;0;1020;gasa;gd;n;fusep;908;1020;0;0.0;0;2;0.0;4;2;fa;9;typ;0;‘’;detchd;1910.0;unf;1;440;po;po;y;0;60;112;0;0;0;‘’;‘’;0;0;wd;normal;137000.0;2006-04-20
248;2018-02-25;2023-02-22;20.0;rl;75.0;11310;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;6;5;1954;1954;hip;compshg;wd sdng;brkface;none;0.0;ta;ta;cblock;ta;ta;no;unf;0;unf;0;1367;gasa;ex;y;sbrkr;1375;0;0;0.0;0;1;0.0;2;1;ta;5;typ;1;ta;attchd;1954.0;unf;2;451;ta;ta;y;0;30;0;0;0;0;‘’;‘’;0;0;wd;normal;140000.0;2006-06-20
249;2018-02-25;2023-02-23;60.0;rl;72.0;11317;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;2story;7;5;2003;2003;gable;compshg;vinylsd;vinylsd;brkface;101.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;840;gasa;ex;y;sbrkr;840;828;0;0.0;0;2;1.0;3;1;gd;8;typ;0;‘’;attchd;2003.0;rfn;2;500;ta;ta;y;144;68;0;0;0;0;‘’;‘’;0;0;wd;normal;180000.0;2007-09-20
250;2018-02-25;2023-02-24;50.0;rl;0.0;159000;pave;‘’;ir2;low;allpub;culdsac;sev;clearcr;norm;norm;1fam;1.5fin;6;7;1958;2006;gable;compshg;wd sdng;hdboard;brkcmn;472.0;gd;ta;cblock;gd;ta;gd;rec;697;unf;0;747;gasa;gd;y;sbrkr;1444;700;0;0.0;1;2;0.0;4;1;gd;7;typ;2;ta;attchd;1958.0;fin;2;389;ta;ta;y;0;98;0;0;0;0;‘’;‘’;shed;500;wd;normal;277000.0;2007-06-20
251;2018-02-25;2023-02-25;30.0;rl;55.0;5350;pave;‘’;ir1;lvl;allpub;inside;gtl;brkside;norm;norm;1fam;1story;3;2;1940;1966;gable;compshg;wd sdng;plywood;none;0.0;ta;po;cblock;ta;ta;no;unf;0;unf;0;728;gasa;ex;y;sbrkr;1306;0;0;0.0;0;1;0.0;3;1;fa;6;mod;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;y;263;0;0;0;0;0;‘’;gdwo;shed;450;wd;normal;76500.0;2010-05-20
252;2018-02-25;2023-02-26;120.0;rm;44.0;4750;pave;‘’;ir1;hls;allpub;inside;mod;crawfor;norm;norm;twnhse;1story;8;5;2006;2007;hip;compshg;vinylsd;vinylsd;stone;481.0;gd;ta;pconc;gd;ta;gd;glq;1573;unf;0;0;gasa;ex;y;sbrkr;1625;0;0;1.0;1;2;0.0;2;1;gd;5;typ;1;gd;attchd;2006.0;fin;2;538;ta;ta;y;123;0;0;0;153;0;‘’;‘’;0;0;wd;family;235000.0;2007-12-20
253;2018-02-25;2023-02-27;60.0;rl;65.0;8366;pave;‘’;ir1;lvl;allpub;inside;gtl;sawyerw;norm;norm;1fam;2story;6;5;2004;2004;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;798;gasa;ex;y;sbrkr;798;842;0;0.0;0;2;1.0;3;1;gd;6;typ;0;‘’;attchd;2004.0;rfn;2;520;ta;ta;y;138;45;0;0;0;0;‘’;‘’;0;0;wd;normal;173000.0;2008-12-20
254;2018-02-25;2023-02-28;80.0;rl;85.0;9350;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;slvl;6;7;1964;1991;hip;compshg;hdboard;hdboard;brkface;108.0;ta;ta;cblock;gd;ta;gd;lwq;270;alq;580;452;gasa;ex;y;sbrkr;1302;0;0;0.0;1;2;0.0;3;1;gd;7;min1;0;‘’;attchd;1964.0;rfn;1;309;ta;ta;y;333;0;0;0;0;0;‘’;mnprv;0;0;cwd;normal;158000.0;2007-10-20
255;2018-02-25;2023-03-01;20.0;rl;70.0;8400;pave;‘’;reg;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;5;6;1957;1957;gable;compshg;metalsd;metalsd;none;0.0;ta;gd;cblock;ta;ta;no;rec;922;unf;0;392;gasa;ta;y;sbrkr;1314;0;0;1.0;0;1;0.0;3;1;ta;5;typ;0;‘’;attchd;1957.0;rfn;1;294;ta;ta;y;250;0;0;0;0;0;‘’;‘’;0;0;wd;normal;145000.0;2010-06-20
256;2018-02-25;2023-03-02;60.0;rl;66.0;8738;pave;‘’;ir1;lvl;allpub;inside;gtl;gilbert;norm;norm;1fam;2story;7;5;1999;1999;gable;compshg;vinylsd;vinylsd;brkface;302.0;gd;ta;pconc;gd;ta;no;unf;0;unf;0;975;gasa;ex;y;sbrkr;1005;1286;0;0.0;0;2;1.0;4;1;gd;8;typ;1;ta;builtin;1999.0;fin;2;429;ta;ta;y;192;0;0;0;0;0;‘’;‘’;0;0;wd;normal;230000.0;2006-02-20
257;2018-02-25;2023-03-03;60.0;fv;64.0;8791;pave;‘’;ir1;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;2story;6;5;2003;2003;gable;compshg;vinylsd;vinylsd;none;0.0;gd;ta;pconc;gd;ta;no;rec;503;unf;0;361;gasa;ex;y;sbrkr;864;864;0;0.0;0;2;1.0;3;1;gd;7;typ;0;‘’;attchd;2003.0;rfn;2;673;ta;ta;y;216;56;0;0;0;0;‘’;‘’;0;0;wd;normal;207500.0;2008-05-20
258;2018-02-25;2023-03-04;20.0;rl;68.0;8814;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;1story;7;5;2006;2006;gable;compshg;vinylsd;vinylsd;stone;180.0;gd;ta;pconc;gd;ta;no;glq;1334;unf;0;270;gasa;ex;y;sbrkr;1604;0;0;1.0;0;2;1.0;3;1;gd;8;typ;1;gd;attchd;2006.0;rfn;2;660;ta;ta;y;123;110;0;0;0;0;‘’;‘’;0;0;wd;abnorml;220000.0;2009-03-20
259;2018-02-25;2023-03-05;60.0;rl;80.0;12435;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;2story;7;5;2001;2001;gable;compshg;vinylsd;vinylsd;brkface;172.0;gd;ta;pconc;gd;ta;no;glq;361;unf;0;602;gasa;ex;y;sbrkr;963;829;0;0.0;0;2;1.0;3;1;gd;7;typ;1;ta;attchd;2001.0;rfn;2;564;ta;ta;y;0;96;0;245;0;0;‘’;‘’;0;0;wd;normal;231500.0;2008-05-20
260;2018-02-25;2023-03-06;20.0;rm;70.0;12702;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1story;5;5;1956;1956;gable;compshg;brkface;brkface;none;0.0;ta;ta;pconc;‘’;‘’;‘’;‘’;0;‘’;0;0;gasa;gd;y;fusea;882;0;0;0.0;0;1;0.0;2;1;ta;4;typ;0;‘’;detchd;1956.0;unf;1;308;ta;ta;y;0;45;0;0;0;0;‘’;‘’;0;0;wd;normal;97000.0;2008-12-20
261;2018-02-25;2023-03-07;80.0;rl;120.0;19296;pave;‘’;reg;lvl;allpub;corner;gtl;names;artery;norm;1fam;slvl;6;5;1962;1962;gable;compshg;wd sdng;wd sdng;brkface;399.0;ta;ta;cblock;ta;ta;gd;rec;672;alq;690;0;gasa;ta;y;sbrkr;1382;0;0;1.0;0;1;0.0;3;1;ta;6;typ;1;ta;attchd;1991.0;unf;2;884;ta;ta;y;0;0;252;0;0;0;‘’;gdwo;0;0;wd;normal;176000.0;2009-05-20
