Id;ActiveDate;EndDate;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;SaleType;SaleCondition;SalePrice;DateSold;MonthSold;YearSold;TotalBsmtSF;TotalLivingArea;HouseAge
160;2018-02-25;2022-11-26;60.0;rl;134.0;19378;pave;‘’;ir1;hls;allpub;corner;gtl;gilbert;norm;norm;1fam;2story;7;5;2005;2006;gable;compshg;vinylsd;vinylsd;brkface;456.0;0.8;0.5;pconc;0.8;0.5;mn;glq;57;unf;0;1335;gasa;1.0;1.0;sbrkr;1392;1070;0;1.0;0;2;1.0;4;1;0.8;9;typ;1;0.8;attchd;2006.0;rfn;2;576;0.5;0.5;1.0;239;132;0;168;0;0;‘’;‘’;0;0;new;partial;320000.0;2006-03-20;3;2006;1392;2462;18
161;2018-02-25;2022-11-27;20.0;rl;0.0;11120;pave;‘’;ir1;lvl;allpub;culdsac;gtl;veenker;norm;norm;1fam;1story;6;6;1984;1984;gable;compshg;plywood;plywood;none;0.0;0.5;0.5;pconc;0.8;0.5;no;blq;660;unf;0;572;gasa;0.5;1.0;sbrkr;1232;0;0;0.0;0;2;0.0;3;1;0.5;6;typ;0;‘’;attchd;1984.0;unf;2;516;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;162500.0;2008-06-20;6;2008;1232;1232;39
162;2018-02-25;2022-11-28;60.0;rl;110.0;13688;pave;‘’;ir1;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;2story;9;5;2003;2004;gable;compshg;vinylsd;vinylsd;brkface;664.0;0.8;0.5;pconc;1.0;0.5;av;glq;1016;unf;0;556;gasa;1.0;1.0;sbrkr;1572;1096;0;1.0;0;2;1.0;3;1;1.0;10;typ;2;0.8;builtin;2003.0;fin;3;726;0.5;0.5;1.0;400;0;0;0;0;0;‘’;‘’;0;0;wd;normal;412500.0;2008-03-20;3;2008;1572;2668;20
163;2018-02-25;2022-11-29;20.0;rl;95.0;12182;pave;‘’;reg;lvl;allpub;corner;gtl;nridght;norm;norm;1fam;1story;7;5;2005;2005;gable;compshg;vinylsd;vinylsd;brkface;226.0;0.8;0.5;pconc;0.8;0.5;mn;blq;1201;unf;0;340;gasa;1.0;1.0;sbrkr;1541;0;0;0.0;0;2;0.0;3;1;0.8;7;typ;1;0.8;attchd;2005.0;rfn;2;532;0.5;0.5;1.0;0;70;0;0;0;0;‘’;‘’;0;0;new;partial;220000.0;2010-05-20;5;2010;1541;1541;18
164;2018-02-25;2022-11-30;45.0;rl;55.0;5500;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1.5unf;4;6;1956;1956;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.5;cblock;0.5;0.5;no;unf;0;unf;0;882;gasa;1.0;1.0;sbrkr;882;0;0;0.0;0;1;0.0;1;1;0.5;4;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;1.0;0;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;103200.0;2007-04-20;4;2007;882;882;67
165;2018-02-25;2022-12-01;40.0;rm;40.0;5400;pave;pave;reg;lvl;allpub;corner;gtl;oldtown;norm;norm;1fam;1story;6;7;1926;2004;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.8;brktil;0.5;0.5;mn;lwq;370;unf;0;779;gasa;0.8;1.0;fusea;1149;467;0;0.0;0;2;0.0;3;1;0.8;5;typ;0;‘’;detchd;1926.0;unf;1;216;0.5;0.5;1.0;0;0;183;0;0;0;‘’;‘’;0;0;wd;normal;152000.0;2007-10-20;10;2007;1149;1616;97
166;2018-02-25;2022-12-02;190.0;rl;62.0;10106;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;2fmcon;1.5fin;5;7;1940;1999;gable;compshg;wd sdng;wd sdng;none;0.0;0.5;0.8;brktil;0.5;0.5;no;alq;351;rec;181;112;gasa;0.8;1.0;sbrkr;808;547;0;1.0;0;2;0.0;4;2;0.5;6;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;1.0;140;0;0;0;0;0;‘’;‘’;0;0;wd;normal;127500.0;2008-09-20;9;2008;644;1355;83
167;2018-02-25;2022-12-03;20.0;rl;0.0;10708;pave;‘’;ir1;lvl;allpub;inside;gtl;clearcr;norm;norm;1fam;1story;5;5;1955;1993;hip;compshg;wd sdng;wd sdng;none;0.0;0.8;0.5;cblock;0.5;0.5;no;lwq;379;blq;768;470;gasa;1.0;1.0;fusea;1867;0;0;1.0;0;1;0.0;2;1;0.5;7;typ;3;0.8;attchd;1955.0;fin;1;303;0.5;0.5;1.0;476;0;0;0;142;0;‘’;gdwo;0;0;cod;normal;190000.0;2009-11-20;11;2009;1617;1867;68
168;2018-02-25;2022-12-04;60.0;rl;86.0;10562;pave;‘’;reg;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;2story;8;5;2007;2007;gable;compshg;vinylsd;vinylsd;stone;300.0;0.8;0.5;pconc;1.0;0.5;no;glq;1288;unf;0;294;gasa;1.0;1.0;sbrkr;1610;551;0;1.0;0;1;1.0;3;1;1.0;8;typ;1;0.8;attchd;2007.0;fin;3;789;0.5;0.5;1.0;178;120;0;0;0;0;‘’;‘’;0;0;new;partial;325624.0;2007-11-20;11;2007;1582;2161;16
169;2018-02-25;2022-12-05;60.0;rl;62.0;8244;pave;‘’;ir1;lvl;allpub;inside;gtl;gilbert;norm;norm;1fam;2story;7;5;2004;2004;gable;compshg;vinylsd;vinylsd;none;0.0;0.8;0.5;pconc;0.8;0.5;no;unf;0;unf;0;840;gasa;1.0;1.0;sbrkr;840;880;0;0.0;0;2;1.0;3;1;0.8;7;typ;1;0.8;attchd;2004.0;fin;2;440;0.5;0.5;1.0;100;48;0;0;0;0;‘’;‘’;0;0;wd;normal;183500.0;2007-05-20;5;2007;840;1720;19
170;2018-02-25;2022-12-06;20.0;rl;0.0;16669;pave;‘’;ir1;lvl;allpub;corner;gtl;timber;norm;norm;1fam;1story;8;6;1981;1981;hip;wdshake;plywood;plywood;brkface;653.0;0.8;0.5;cblock;0.8;0.5;no;unf;0;unf;0;1686;gasa;0.5;1.0;sbrkr;1707;0;0;0.0;0;2;1.0;2;1;0.5;6;typ;1;0.5;attchd;1981.0;rfn;2;511;0.5;0.5;1.0;574;64;0;0;0;0;‘’;‘’;0;0;wd;normal;228000.0;2006-01-20;1;2006;1686;1707;42
171;2018-02-25;2022-12-07;50.0;rm;0.0;12358;pave;‘’;ir1;lvl;allpub;inside;gtl;oldtown;feedr;norm;1fam;1.5fin;5;6;1941;1950;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.5;cblock;0.5;0.5;no;rec;360;unf;0;360;gasa;0.5;1.0;sbrkr;854;0;528;0.0;0;1;1.0;2;1;0.5;7;typ;0;‘’;detchd;1991.0;unf;2;660;0.5;0.5;1.0;237;0;0;0;0;0;‘’;‘’;0;0;wd;normal;128500.0;2007-05-20;5;2007;720;1382;82
172;2018-02-25;2022-12-08;20.0;rl;141.0;31770;pave;‘’;ir1;lvl;allpub;corner;gtl;names;norm;norm;1fam;1story;6;5;1960;1960;hip;compshg;brkface;plywood;stone;112.0;0.5;0.5;cblock;0.5;0.8;0.8;blq;639;unf;0;441;gasa;0.2;1.0;sbrkr;1656;0;0;1.0;0;1;0.0;3;1;0.5;7;typ;2;0.8;attchd;1960.0;fin;2;528;0.5;0.5;0.5;210;62;0;0;0;0;‘’;‘’;0;0;wd;normal;215000.0;2010-05-20;5;2010;1080;1656;63
173;2018-02-25;2022-12-09;160.0;rl;44.0;5306;pave;‘’;ir1;lvl;allpub;inside;gtl;stonebr;norm;norm;twnhse;2story;7;7;1987;1987;gable;compshg;hdboard;hdboard;none;0.0;0.8;0.8;pconc;0.8;0.8;no;glq;495;rec;215;354;gasa;0.8;1.0;sbrkr;1064;703;0;1.0;0;2;0.0;2;1;0.8;5;typ;1;0.5;attchd;1987.0;rfn;2;504;0.8;0.5;1.0;441;35;0;0;0;0;‘’;‘’;0;0;wd;normal;239000.0;2006-06-20;6;2006;1064;1767;36
174;2018-02-25;2022-12-10;20.0;rl;80.0;10197;pave;‘’;ir1;lvl;allpub;inside;gtl;names;norm;norm;1fam;1story;6;5;1961;1961;gable;compshg;wdshing;wd shng;brkcmn;491.0;0.5;0.5;cblock;0.5;0.5;no;alq;288;rec;374;700;gasa;0.5;1.0;sbrkr;1362;0;0;1.0;0;1;1.0;3;1;0.5;6;typ;1;0.5;attchd;1961.0;unf;2;504;0.5;0.5;1.0;0;20;0;0;0;0;‘’;‘’;0;0;cod;normal;163000.0;2008-06-20;6;2008;1362;1362;62
175;2018-02-25;2022-12-11;20.0;rl;47.0;12416;pave;‘’;ir1;lvl;allpub;inside;gtl;timber;norm;norm;1fam;1story;6;5;1986;1986;gable;compshg;vinylsd;plywood;stone;132.0;0.5;0.5;cblock;0.8;0.2;no;alq;1398;lwq;208;0;gasa;0.5;1.0;sbrkr;1651;0;0;1.0;0;2;0.0;3;1;0.5;7;min2;1;0.5;attchd;1986.0;fin;2;616;0.5;0.5;1.0;192;0;0;0;0;0;‘’;‘’;0;0;wd;normal;184000.0;2008-11-20;11;2008;1606;1651;37
176;2018-02-25;2022-12-12;20.0;rl;84.0;12615;pave;‘’;reg;lvl;allpub;corner;gtl;edwards;norm;norm;1fam;1story;6;7;1950;2001;gable;compshg;wdshing;wd shng;none;0.0;0.5;0.5;cblock;0.5;0.8;av;alq;477;unf;0;725;gasa;0.5;1.0;sbrkr;2158;0;0;1.0;0;2;0.0;4;1;0.8;7;typ;1;0.8;attchd;1950.0;unf;2;576;0.5;0.5;1.0;0;29;39;0;0;0;‘’;mnprv;0;0;wd;normal;243000.0;2007-06-20;6;2007;1202;2158;73
177;2018-02-25;2022-12-13;60.0;rl;97.0;10029;pave;‘’;ir1;lvl;allpub;corner;gtl;clearcr;norm;norm;1fam;2story;6;5;1988;1989;gable;compshg;plywood;plywood;brkface;268.0;0.8;0.5;pconc;0.8;0.5;no;glq;831;unf;0;320;gasa;0.5;1.0;sbrkr;1164;896;0;0.0;1;2;1.0;4;1;0.5;8;typ;1;0.5;attchd;1988.0;unf;2;521;0.5;0.5;1.0;0;228;0;0;192;0;‘’;‘’;0;0;wd;normal;211000.0;2007-09-20;9;2007;1151;2060;35
178;2018-02-25;2022-12-14;50.0;rl;0.0;13650;pave;‘’;reg;lvl;allpub;inside;gtl;sawyer;norm;norm;1fam;1.5fin;5;5;1958;1958;gable;compshg;metalsd;metalsd;none;0.0;0.8;0.8;cblock;0.5;0.5;no;alq;57;blq;441;554;gasa;1.0;1.0;sbrkr;1252;668;0;1.0;0;2;0.0;4;1;0.8;8;typ;1;0.8;attchd;1958.0;unf;2;451;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;172500.0;2006-07-20;7;2006;1052;1920;65
179;2018-02-25;2022-12-15;20.0;rl;63.0;17423;pave;‘’;ir1;lvl;allpub;culdsac;gtl;stonebr;norm;norm;1fam;1story;9;5;2008;2009;hip;compshg;vinylsd;vinylsd;stone;748.0;1.0;0.5;pconc;1.0;0.5;no;glq;1904;unf;0;312;gasa;1.0;1.0;sbrkr;2234;0;0;1.0;0;2;0.0;1;1;1.0;9;typ;1;0.8;attchd;2009.0;fin;3;1166;0.5;0.5;1.0;0;60;0;0;0;0;‘’;‘’;0;0;new;partial;501837.0;2009-07-20;7;2009;2216;2234;15
180;2018-02-25;2022-12-16;30.0;rm;60.0;8520;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1story;5;6;1923;2006;gable;compshg;wd sdng;wd sdng;none;0.0;0.8;0.5;cblock;0.5;0.5;no;unf;0;unf;0;968;gasa;0.5;1.0;sbrkr;968;0;0;0.0;0;1;0.0;2;1;0.5;5;typ;0;‘’;detchd;1935.0;unf;2;480;0.2;0.5;0.0;0;0;184;0;0;0;‘’;‘’;0;0;wd;normal;100000.0;2007-07-20;7;2007;968;968;100
181;2018-02-25;2022-12-17;160.0;fv;0.0;2117;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;twnhs;2story;6;5;2000;2000;gable;compshg;metalsd;metalsd;brkface;456.0;0.8;0.5;pconc;0.8;0.5;no;glq;436;unf;0;320;gasa;1.0;1.0;sbrkr;769;756;0;0.0;0;2;1.0;3;1;0.8;5;typ;1;0.5;detchd;2000.0;unf;2;440;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;177000.0;2007-06-20;6;2007;756;1525;23
182;2018-02-25;2022-12-18;70.0;rl;54.0;7588;pave;‘’;reg;lvl;allpub;inside;gtl;crawfor;norm;norm;1fam;2story;7;6;1920;1950;gable;compshg;stucco;stucco;none;0.0;0.5;0.5;brktil;0.2;0.5;no;lwq;352;unf;0;441;gasa;0.8;1.0;sbrkr;901;901;0;0.0;0;1;1.0;4;1;0.5;9;typ;1;0.8;detchd;1920.0;unf;1;216;0.2;0.5;1.0;0;0;40;0;0;0;‘’;‘’;0;0;wd;normal;200100.0;2006-07-20;7;2006;793;1802;103
183;2018-02-25;2022-12-19;20.0;rl;60.0;9060;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;artery;norm;1fam;1story;5;6;1957;2006;hip;compshg;wd sdng;wd sdng;brkface;98.0;0.5;0.5;pconc;‘’;‘’;‘’;‘’;0;‘’;0;0;gasa;1.0;1.0;sbrkr;1340;0;0;0.0;0;1;0.0;3;1;0.5;7;typ;1;0.8;attchd;1957.0;rfn;1;252;0.5;0.5;1.0;116;0;0;180;0;0;‘’;mnprv;0;0;wd;normal;120000.0;2007-06-20;6;2007;0;1340;66
184;2018-02-25;2022-12-20;50.0;rm;63.0;11426;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1.5fin;7;5;2003;2003;gable;compshg;vinylsd;vinylsd;none;0.0;0.5;0.5;pconc;0.8;0.5;no;unf;0;unf;0;1362;gasa;1.0;1.0;sbrkr;1362;720;0;0.0;0;2;1.0;3;1;0.8;6;mod;0;‘’;detchd;2003.0;unf;2;484;0.5;0.5;0.0;280;238;0;0;0;0;‘’;‘’;0;0;wd;normal;200000.0;2008-06-20;6;2008;1362;2082;20
185;2018-02-25;2022-12-21;50.0;rl;92.0;7438;pave;‘’;ir1;lvl;allpub;inside;gtl;brkside;rran;feedr;1fam;1.5fin;5;8;1908;1991;gable;compshg;asbshng;plywood;none;0.0;0.5;0.5;pconc;0.2;0.5;no;unf;0;unf;0;504;gasa;0.8;1.0;sbrkr;936;316;0;0.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;attchd;1986.0;unf;2;576;0.5;0.5;1.0;104;0;0;0;0;0;‘’;mnprv;0;0;wd;normal;127000.0;2006-06-20;6;2006;504;1252;115
186;2018-02-25;2022-12-22;75.0;rm;90.0;22950;pave;‘’;ir2;lvl;allpub;inside;gtl;oldtown;artery;norm;1fam;2.5fin;10;9;1892;1993;gable;wdshngl;wd sdng;wd sdng;none;0.0;0.8;0.8;brktil;0.5;0.5;mn;unf;0;unf;0;1107;gasa;1.0;1.0;sbrkr;1518;1518;572;0.0;0;2;1.0;4;1;1.0;12;typ;2;0.5;detchd;1993.0;unf;3;840;1.0;0.5;1.0;0;260;0;0;410;0;‘’;gdprv;0;0;wd;normal;475000.0;2006-06-20;6;2006;1107;3608;131
187;2018-02-25;2022-12-23;80.0;rl;0.0;9947;pave;‘’;ir1;lvl;allpub;culdsac;gtl;mitchel;norm;norm;1fam;slvl;7;5;1990;1991;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.5;pconc;0.8;0.5;av;glq;611;unf;0;577;gasa;1.0;1.0;sbrkr;1217;0;0;1.0;0;2;0.0;3;1;0.8;6;typ;0;‘’;attchd;1990.0;unf;2;497;0.5;0.5;1.0;168;27;0;0;0;0;‘’;gdprv;0;0;wd;normal;173000.0;2009-06-20;6;2009;1188;1217;33
188;2018-02-25;2022-12-24;50.0;rl;60.0;10410;pave;‘’;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1.5fin;5;7;1916;1987;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.5;cblock;0.2;0.5;no;unf;0;unf;0;660;gasa;1.0;1.0;sbrkr;808;704;144;0.0;0;2;1.0;3;1;0.5;8;min2;0;‘’;detchd;1916.0;unf;1;180;0.2;0.2;0.0;0;0;0;140;0;0;‘’;mnprv;0;0;wd;normal;135000.0;2009-08-20;8;2009;660;1656;107
189;2018-02-25;2022-12-25;90.0;rl;64.0;7018;pave;‘’;reg;bnk;allpub;inside;gtl;sawyerw;feedr;norm;duplex;sfoyer;5;5;1979;1979;gable;compshg;plywood;plywood;stone;275.0;0.5;0.5;cblock;0.8;0.5;av;glq;1086;unf;0;0;gasa;0.5;1.0;sbrkr;1224;0;0;2.0;0;0;2.0;2;2;0.5;6;typ;2;0.5;detchd;1979.0;unf;2;528;0.5;0.5;1.0;120;0;0;0;0;0;‘’;‘’;0;0;wd;alloca;153337.0;2009-06-20;6;2009;1086;1224;44
190;2018-02-25;2022-12-26;120.0;rl;41.0;4923;pave;‘’;reg;lvl;allpub;inside;gtl;stonebr;norm;norm;twnhse;1story;8;5;2001;2002;gable;compshg;cemntbd;cmentbd;none;0.0;0.8;0.5;pconc;1.0;0.5;av;glq;1153;unf;0;440;gasa;1.0;1.0;sbrkr;1593;0;0;1.0;0;1;1.0;0;1;1.0;5;typ;1;0.8;attchd;2001.0;fin;2;682;0.5;0.5;1.0;0;120;0;0;224;0;‘’;‘’;0;0;wd;normal;286000.0;2008-08-20;8;2008;1593;1593;22
191;2018-02-25;2022-12-27;70.0;rl;70.0;10570;pave;‘’;reg;bnk;allpub;inside;mod;crawfor;norm;norm;1fam;2story;8;8;1932;1994;hip;compshg;brkface;brkface;none;0.0;0.8;0.5;cblock;0.8;0.8;no;rec;297;unf;0;556;gasa;0.5;1.0;sbrkr;1549;1178;0;0.0;0;2;1.0;3;1;0.8;10;maj1;2;0.5;detchd;1932.0;unf;2;440;0.5;0.5;1.0;0;74;0;0;0;0;‘’;‘’;0;0;wd;normal;315000.0;2007-12-20;12;2007;853;2727;91
192;2018-02-25;2022-12-28;60.0;rl;0.0;7472;pave;‘’;ir1;lvl;allpub;culdsac;gtl;names;norm;norm;1fam;2story;7;9;1972;2004;gable;compshg;hdboard;hdboard;brkface;138.0;0.5;0.5;cblock;0.5;0.5;no;alq;626;unf;0;99;gasa;0.8;1.0;sbrkr;725;754;0;1.0;0;1;1.0;4;1;0.8;7;typ;0;‘’;attchd;1972.0;fin;2;484;0.5;0.5;1.0;0;32;0;0;0;0;‘’;‘’;0;0;wd;normal;184000.0;2007-06-20;6;2007;725;1479;51
193;2018-02-25;2022-12-29;20.0;rl;68.0;9017;pave;‘’;ir1;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;1story;7;5;1999;1999;gable;compshg;vinylsd;vinylsd;none;0.0;0.8;0.5;pconc;0.8;0.5;av;glq;560;unf;0;871;gasa;1.0;1.0;sbrkr;1431;0;0;1.0;0;2;0.0;3;1;0.8;6;typ;0;‘’;attchd;1999.0;fin;2;666;0.5;0.5;1.0;0;35;0;0;0;0;‘’;‘’;0;0;wd;normal;192000.0;2009-09-20;9;2009;1431;1431;24
194;2018-02-25;2022-12-30;160.0;rm;24.0;2522;pave;‘’;reg;lvl;allpub;inside;gtl;edwards;norm;norm;twnhs;2story;7;5;2004;2004;gable;compshg;vinylsd;vinylsd;stone;50.0;0.8;0.5;pconc;0.8;0.5;no;unf;0;unf;0;970;gasa;1.0;1.0;sbrkr;970;739;0;0.0;0;2;0.0;3;1;0.8;7;maj1;0;‘’;detchd;2004.0;unf;2;380;0.5;0.5;1.0;0;40;0;0;0;0;‘’;‘’;0;0;wd;normal;130000.0;2006-05-20;5;2006;970;1709;19
195;2018-02-25;2022-12-31;20.0;rl;60.0;7180;pave;‘’;ir1;lvl;allpub;inside;gtl;collgcr;norm;norm;1fam;1story;5;7;1972;1972;hip;compshg;hdboard;hdboard;none;0.0;0.5;0.5;cblock;0.5;0.5;av;alq;390;unf;0;474;gasa;0.5;1.0;sbrkr;864;0;0;0.0;0;1;0.0;3;1;0.5;5;typ;0;‘’;detchd;1989.0;unf;1;352;0.5;0.5;1.0;0;0;0;0;0;0;‘’;‘’;0;0;wd;normal;127000.0;2008-05-20;5;2008;864;864;51
196;2018-02-25;2023-01-01;160.0;rl;24.0;2280;pave;‘’;reg;lvl;allpub;fr2;gtl;npkvill;norm;norm;twnhs;2story;6;6;1976;1976;gable;compshg;plywood;brk cmn;none;0.0;0.5;0.5;cblock;0.8;0.5;no;alq;566;unf;0;289;gasa;0.5;1.0;sbrkr;855;601;0;0.0;0;2;1.0;3;1;0.5;7;typ;1;0.5;attchd;1976.0;unf;2;440;0.5;0.5;1.0;87;0;0;0;0;0;‘’;‘’;0;0;wd;normal;148500.0;2009-07-20;7;2009;855;1456;47
197;2018-02-25;2023-01-02;20.0;rl;79.0;9416;pave;‘’;reg;lvl;allpub;inside;gtl;somerst;norm;norm;1fam;1story;7;5;2007;2007;hip;compshg;cemntbd;cmentbd;stone;205.0;1.0;0.5;pconc;1.0;0.5;no;glq;1126;unf;0;600;gasa;1.0;1.0;sbrkr;1726;0;0;1.0;0;2;0.0;3;1;1.0;8;typ;1;0.8;attchd;2007.0;fin;3;786;0.5;0.5;1.0;171;138;0;0;266;0;‘’;‘’;0;0;new;partial;311872.0;2007-09-20;9;2007;1726;1726;16
198;2018-02-25;2023-01-03;75.0;rl;174.0;25419;pave;‘’;reg;lvl;allpub;corner;gtl;names;artery;norm;1fam;2story;8;4;1918;1990;gable;compshg;stucco;stucco;none;0.0;0.8;0.8;pconc;0.5;0.5;no;glq;1036;lwq;184;140;gasa;0.8;1.0;sbrkr;1360;1360;392;1.0;1;2;0.0;4;1;0.8;8;typ;1;1.0;detchd;1918.0;unf;2;795;0.5;0.5;1.0;0;16;552;0;0;512;1.0;gdprv;0;0;wd;abnorml;235000.0;2006-03-20;3;2006;1360;3112;105
199;2018-02-25;2023-01-04;75.0;rm;92.0;5520;pave;‘’;reg;lvl;allpub;corner;gtl;oldtown;norm;norm;1fam;2.5fin;6;6;1912;1950;gable;compshg;wd sdng;wd sdng;none;0.0;0.5;0.5;cblock;0.5;0.5;no;unf;0;unf;0;755;gasa;1.0;1.0;sbrkr;929;929;371;0.0;0;1;0.0;5;1;0.5;8;typ;0;‘’;‘’;0.0;‘’;0;0;‘’;‘’;1.0;0;198;30;0;0;0;‘’;mnprv;0;0;wd;abnorml;104000.0;2009-07-20;7;2009;755;2229;111
200;2018-02-25;2023-01-05;20.0;rl;76.0;9591;pave;‘’;reg;lvl;allpub;inside;gtl;nridght;norm;norm;1fam;1story;8;5;2004;2005;hip;compshg;vinylsd;vinylsd;brkface;262.0;0.8;0.5;pconc;1.0;0.5;av;glq;1088;unf;0;625;gasa;1.0;1.0;sbrkr;1713;0;0;1.0;0;2;0.0;3;1;1.0;7;typ;1;0.8;attchd;2004.0;fin;3;856;0.5;0.5;1.0;0;26;0;0;170;0;‘’;‘’;0;0;wd;normal;274900.0;2009-01-20;1;2009;1713;1713;19
201;2018-02-25;2023-01-06;20.0;rm;80.0;8546;pave;‘’;reg;lvl;allpub;corner;gtl;edwards;norm;norm;1fam;1story;4;5;2003;2004;gable;compshg;vinylsd;vinylsd;none;0.0;0.5;0.5;pconc;0.8;0.5;no;unf;0;unf;0;1121;gasa;1.0;1.0;sbrkr;1121;0;0;0.0;0;2;0.0;2;1;0.5;5;typ;0;‘’;attchd;2003.0;rfn;2;440;0.5;0.5;1.0;132;64;0;0;0;0;‘’;‘’;0;0;wd;normal;140000.0;2010-03-20;3;2010;1121;1121;20
202;2018-02-25;2023-01-07;20.0;rl;75.0;10125;pave;‘’;reg;lvl;allpub;inside;gtl;mitchel;norm;norm;1fam;1story;6;6;1977;1977;gable;compshg;plywood;plywood;none;0.0;0.5;0.5;cblock;0.5;0.5;no;alq;641;lwq;279;276;gasa;0.5;1.0;sbrkr;1279;0;0;0.0;1;2;0.0;3;1;0.5;6;typ;2;0.2;detchd;1980.0;unf;2;473;0.5;0.5;1.0;238;83;0;0;0;0;‘’;mnprv;0;0;wd;normal;171500.0;2008-02-20;2;2008;1196;1279;46
203;2018-02-25;2023-01-08;50.0;rl;50.0;7000;pave;‘’;reg;lvl;allpub;corner;gtl;oldtown;artery;norm;1fam;1.5fin;6;6;1924;1950;gable;compshg;metalsd;metalsd;none;0.0;0.5;0.8;brktil;0.2;0.5;no;lwq;617;unf;0;0;gasa;0.8;1.0;sbrkr;865;445;0;0.0;0;2;0.0;2;1;0.5;6;min1;0;‘’;attchd;1924.0;unf;1;398;0.5;0.5;1.0;0;0;126;0;0;0;‘’;‘’;0;0;cod;normal;112000.0;2006-05-20;5;2006;617;1310;99
204;2018-02-25;2023-01-09;120.0;rm;0.0;4438;pave;‘’;reg;lvl;allpub;inside;gtl;collgcr;norm;norm;twnhse;1story;6;5;2004;2004;gable;compshg;vinylsd;vinylsd;brkface;205.0;0.8;0.5;pconc;0.8;0.5;av;glq;662;unf;0;186;gasa;1.0;1.0;sbrkr;848;0;0;1.0;0;1;0.0;1;1;0.8;3;typ;1;0.8;attchd;2004.0;rfn;2;420;0.5;0.5;1.0;149;0;0;0;0;0;‘’;‘’;0;0;wd;normal;149000.0;2008-01-20;1;2008;848;848;19
205;2018-02-25;2023-01-10;50.0;rm;50.0;3500;pave;grvl;reg;lvl;allpub;inside;gtl;oldtown;norm;norm;1fam;1.5fin;5;7;1947;1950;gable;compshg;asbshng;asbshng;none;0.0;0.5;0.5;cblock;0.5;0.5;no;lwq;312;unf;0;408;gasa;0.5;1.0;sbrkr;720;564;0;0.0;0;1;1.0;2;1;0.5;5;typ;0;‘’;detchd;1948.0;unf;1;240;0.5;0.5;1.0;0;35;0;0;0;0;‘’;mnww;0;0;wd;normal;110000.0;2009-04-20;4;2009;720;1284;76
206;2018-02-25;2023-01-11;20.0;rl;99.0;11851;pave;‘’;reg;lvl;allpub;corner;gtl;gilbert;norm;norm;1fam;1story;7;5;1990;1990;gable;compshg;hdboard;hdboard;none;0.0;0.5;0.5;pconc;0.8;0.5;no;unf;0;unf;0;1424;gasa;1.0;1.0;sbrkr;1442;0;0;0.0;0;2;0.0;3;1;0.5;5;typ;0;‘’;attchd;1990.0;rfn;2;500;0.5;0.5;1.0;0;34;0;508;0;0;‘’;‘’;0;0;wd;normal;180500.0;2009-05-20;5;2009;1424;1442;33
