!Housing prices part 1 csv
!Represents quality of house, area, etc
!
Id|ActiveDate|EndDate|MSSubClass|MSZoning|LotFrontage|LotArea|Street|Alley|LotShape|LandContour|Utilities|LotConfig|LandSlope|Neighborhood|Condition1|Condition2|BldgType|HouseStyle|OverallQual|OverallCond|YearBuilt|YearRemodAdd|RoofStyle|RoofMatl|Exterior1st|Exterior2nd|MasVnrType|MasVnrArea|ExterQual|ExterCond|Foundation|BsmtQual|BsmtCond|BsmtExposure|BsmtFinType1|BsmtFinSF1|BsmtFinType2|BsmtFinSF2|BsmtUnfSF|Heating|HeatingQC|CentralAir|Electrical|1stFlrSF|2ndFlrSF|LowQualFinSF|BsmtFullBath|BsmtHalfBath|FullBath|HalfBath|BedroomAbvGr|KitchenAbvGr|KitchenQual|TotRmsAbvGrd|Functional|Fireplaces|FireplaceQu|GarageType|GarageYrBlt|GarageFinish|GarageCars|GarageArea|GarageQual|GarageCond|PavedDrive|WoodDeckSF|OpenPorchSF|EnclosedPorch|3SsnPorch|ScreenPorch|PoolArea|PoolQC|Fence|MiscFeature|MiscVal|SaleType|SaleCondition|SalePrice|DealCode|DateSold
132|25/02/2018|10/29/2022 12:00:00|60|RL|NA|12224|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|Gilbert|Norm|Norm|1Fam|2Story|6|5|2000|2000|Gable|CompShg|VinylSd|VinylSd|BrkFace|40|Gd|TA|PConc|Gd|TA|No|GLQ|695|Unf|0|297|GasA|Ex|Y|SBrkr|1022|1032|0|1|0|2|1|3|1|Gd|7|Typ|1|TA|BuiltIn|2000|RFn|2|390|TA|TA|Y|24|48|0|0|0|0|NA|NA|NA|0|WD|Normal|244000,00|N/a|20/7/2009
133|25/02/2018|10/30/2022 12:00:00|20|RL|75|7388|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|6|1959|2002|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|CBlock|TA|TA|No|Rec|405|Unf|0|658|GasA|Gd|Y|SBrkr|1327|0|0|1|0|1|0|3|1|Gd|7|Typ|0|NA|Detchd|1974|Unf|2|624|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|150750,00|N/a|20/7/2007
134|25/02/2018|10/31/2022 12:00:00|20|RL|NA|6853|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|Timber|Norm|Norm|1Fam|1Story|8|5|2001|2002|Gable|CompShg|VinylSd|VinylSd|BrkFace|136|Gd|TA|PConc|Ex|TA|No|GLQ|1005|Unf|0|262|GasA|Ex|Y|SBrkr|1296|0|0|1|0|2|0|2|1|Gd|6|Typ|0|NA|Attchd|2001|Fin|2|471|TA|TA|Y|192|25|0|0|0|0|NA|NA|NA|0|WD|Normal|220000,00|N/a|20/6/2009
135|25/02/2018|11/01/2022 12:00:00|20|RL|78|10335|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|1Fam|1Story|5|6|1968|1993|Gable|CompShg|Plywood|Plywood|None|0|TA|TA|CBlock|TA|TA|No|Rec|570|Unf|0|891|GasA|Gd|Y|SBrkr|1721|0|0|0|0|2|1|3|1|TA|7|Min1|1|TA|Attchd|1968|RFn|2|440|TA|TA|Y|0|96|180|0|0|0|NA|MnPrv|NA|0|WD|Normal|180000,00|N/a|20/7/2006
136|25/02/2018|11/02/2022 12:00:00|20|RL|80|10400|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NWAmes|Norm|Norm|1Fam|1Story|7|6|1970|1970|Hip|CompShg|Plywood|Plywood|BrkFace|288|TA|TA|PConc|TA|TA|No|Unf|0|Unf|0|1304|GasA|Gd|Y|SBrkr|1682|0|0|0|0|2|0|3|1|TA|7|Typ|1|Gd|Attchd|1970|Unf|2|530|TA|TA|Y|98|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|174000,00|N/a|20/5/2008
137|25/02/2018|11/03/2022 12:00:00|20|RL|NA|10355|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|5|1967|1967|Gable|CompShg|MetalSd|MetalSd|BrkFace|196|TA|TA|CBlock|TA|TA|No|BLQ|695|Unf|0|519|GasA|TA|Y|SBrkr|1214|0|0|0|0|2|0|3|1|TA|5|Typ|1|Fa|Attchd|1967|RFn|1|318|TA|TA|Y|0|111|0|0|0|0|NA|NA|NA|0|WD|Normal|143000,00|N/a|20/7/2007
138|25/02/2018|11/04/2022 12:00:00|90|RL|82|11070|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Mitchel|Norm|Norm|Duplex|1Story|7|5|1988|1989|Gable|CompShg|VinylSd|VinylSd|BrkFace|70|TA|TA|CBlock|TA|TA|No|Unf|0|Unf|0|1907|GasA|Gd|Y|SBrkr|1959|0|0|0|0|3|0|5|2|TA|9|Typ|0|NA|2Types|1989|Unf|3|766|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Family|171000,00|N/a|20/7/2006
139|25/02/2018|11/05/2022 12:00:00|60|RL|73|9066|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|2Story|8|5|1999|2000|Gable|CompShg|VinylSd|VinylSd|BrkFace|320|Gd|TA|PConc|Gd|TA|Mn|GLQ|668|Unf|0|336|GasA|Ex|Y|SBrkr|1004|848|0|0|0|2|1|3|1|Gd|7|Typ|2|TA|Attchd|1999|Fin|3|660|TA|TA|Y|224|106|0|0|0|0|NA|GdPrv|NA|0|WD|Normal|230000,00|N/a|20/12/2008
140|25/02/2018|11/06/2022 12:00:00|60|RL|65|15426|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|2Story|6|5|1997|1997|Gable|CompShg|VinylSd|VinylSd|None|0|TA|TA|PConc|Gd|TA|No|GLQ|821|Unf|0|107|GasA|Ex|Y|SBrkr|928|836|0|1|0|2|1|3|1|Gd|7|Typ|0|NA|Attchd|1997|RFn|2|470|TA|TA|Y|276|99|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|231500,00|N/a|20/8/2009
141|25/02/2018|11/07/2022 12:00:00|20|RL|70|10500|Pave|NA|Reg|Lvl|AllPub|FR2|Gtl|NAmes|Norm|Norm|1Fam|1Story|4|5|1971|1971|Gable|CompShg|HdBoard|HdBoard|None|0|TA|TA|CBlock|TA|TA|No|ALQ|432|Unf|0|432|GasA|TA|Y|SBrkr|864|0|0|0|0|1|0|3|1|TA|5|Typ|1|Po|NA|NA|NA|0|0|NA|NA|Y|0|0|0|0|0|0|NA|NA|NA|0|ConLI|Normal|115000,00|N/a|20/4/2010
142|25/02/2018|11/08/2022 12:00:00|20|RL|78|11645|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|1Story|7|5|2005|2005|Gable|CompShg|VinylSd|VinylSd|None|0|Gd|TA|PConc|Gd|TA|Av|GLQ|1300|Unf|0|434|GasA|Ex|Y|SBrkr|1734|0|0|1|0|2|0|3|1|Gd|7|Typ|0|NA|Attchd|2005|Fin|2|660|TA|TA|Y|160|24|0|0|0|0|NA|NA|NA|0|WD|Normal|260000,00|N/a|20/1/2006
143|25/02/2018|11/09/2022 12:00:00|50|RL|71|8520|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|NAmes|Artery|Norm|1Fam|1.5Fin|5|4|1952|1952|Gable|CompShg|BrkFace|Wd Sdng|None|0|TA|Fa|CBlock|TA|TA|No|Rec|507|Unf|0|403|GasA|Fa|Y|SBrkr|910|475|0|0|0|2|0|4|1|TA|6|Typ|0|NA|Detchd|2000|Unf|2|720|TA|TA|Y|0|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|166000,00|N/a|20/6/2010
144|25/02/2018|11/10/2022 12:00:00|20|RL|78|10335|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|CollgCr|Norm|Norm|1Fam|1Story|7|5|1999|1999|Gable|CompShg|VinylSd|VinylSd|BrkFace|183|Gd|TA|PConc|Gd|TA|Gd|GLQ|679|Unf|0|811|GasA|Ex|Y|SBrkr|1501|0|0|1|0|2|0|3|1|Gd|6|Typ|0|NA|Attchd|1999|RFn|2|577|TA|TA|Y|144|29|0|0|0|0|NA|NA|NA|0|WD|Normal|204000,00|N/a|20/6/2009
145|25/02/2018|11/11/2022 12:00:00|90|RM|70|9100|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Sawyer|RRAe|Norm|Duplex|1Story|5|5|1963|1963|Gable|CompShg|HdBoard|HdBoard|BrkFace|336|TA|TA|CBlock|TA|TA|No|Rec|1332|Unf|0|396|GasA|TA|Y|SBrkr|1728|0|0|1|0|2|0|6|2|TA|10|Typ|0|NA|Detchd|1963|Unf|2|504|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|ConLI|Abnorml|125000,00|N/a|20/11/2006
146|25/02/2018|11/12/2022 12:00:00|160|RM|24|2522|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Edwards|Norm|Norm|Twnhs|2Story|6|5|2004|2006|Gable|CompShg|VinylSd|VinylSd|Stone|50|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|970|GasA|Ex|Y|SBrkr|970|739|0|0|0|2|0|3|1|Gd|7|Maj1|0|NA|Detchd|2004|Unf|2|380|TA|TA|Y|0|40|0|0|0|0|NA|NA|NA|0|WD|Normal|130000,00|N/a|20/4/2006
147|25/02/2018|11/13/2022 12:00:00|30|RM|51|6120|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|BrkSide|Norm|Norm|1Fam|1Story|5|7|1931|1993|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|BrkTil|TA|TA|No|BLQ|209|Unf|0|506|GasA|TA|Y|FuseA|875|0|0|1|0|1|0|2|1|TA|5|Typ|0|NA|Detchd|1931|Unf|1|180|Fa|TA|Y|48|0|0|0|0|0|NA|NA|NA|0|WD|Normal|105000,00|N/a|20/11/2009
148|25/02/2018|11/14/2022 12:00:00|60|RL|NA|9505|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|Gilbert|Norm|Norm|1Fam|2Story|7|5|2001|2001|Gable|CompShg|VinylSd|VinylSd|BrkFace|180|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|884|GasA|Ex|Y|SBrkr|884|1151|0|0|0|2|1|3|1|Gd|8|Typ|1|Gd|BuiltIn|2001|Fin|2|434|TA|TA|Y|144|48|0|0|0|0|NA|NA|NA|0|WD|Normal|222500,00|N/a|20/5/2010
149|25/02/2018|11/15/2022 12:00:00|20|RL|63|7500|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|SawyerW|Norm|Norm|1Fam|1Story|7|5|2004|2005|Gable|CompShg|VinylSd|VinylSd|BrkFace|120|TA|TA|PConc|Gd|TA|No|GLQ|680|Unf|0|400|GasA|Ex|Y|SBrkr|1080|0|0|1|0|1|0|3|1|Gd|6|Typ|0|NA|NA|NA|NA|0|0|NA|NA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|141000,00|N/a|20/4/2008
150|25/02/2018|11/16/2022 12:00:00|50|RM|NA|6240|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|BrkSide|Norm|Norm|1Fam|1.5Fin|5|4|1936|1950|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|BrkTil|Gd|TA|No|Unf|0|Unf|0|896|GasA|Gd|Y|FuseA|896|448|0|0|0|1|0|3|1|TA|7|Typ|0|NA|Detchd|1936|Unf|1|240|Fa|TA|Y|200|114|0|0|0|0|NA|NA|NA|0|WD|Normal|115000,00|N/a|20/4/2006
151|25/02/2018|11/17/2022 12:00:00|20|RL|120|10356|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|CollgCr|Norm|Norm|1Fam|1Story|5|6|1975|1975|Gable|CompShg|HdBoard|HdBoard|None|0|TA|TA|CBlock|TA|TA|Av|BLQ|716|Unf|0|253|GasA|TA|Y|SBrkr|969|0|0|0|0|1|1|3|1|TA|5|Typ|0|NA|Attchd|1975|Unf|2|440|TA|TA|Y|0|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|122000,00|N/a|20/1/2007
152|25/02/2018|11/18/2022 12:00:00|20|RL|107|13891|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|1Story|8|5|2007|2008|Hip|CompShg|VinylSd|VinylSd|Stone|436|Gd|TA|PConc|Ex|TA|Gd|GLQ|1400|Unf|0|310|GasA|Ex|Y|SBrkr|1710|0|0|1|0|2|0|2|1|Gd|6|Typ|1|Gd|Attchd|2007|RFn|3|866|TA|TA|Y|0|102|0|0|0|0|NA|NA|NA|0|New|Partial|372402,00|N/a|20/1/2008
153|25/02/2018|11/19/2022 12:00:00|60|RL|NA|14803|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|NWAmes|Norm|Norm|1Fam|2Story|6|5|1971|1971|Gable|CompShg|HdBoard|HdBoard|BrkFace|252|TA|TA|CBlock|TA|TA|No|Rec|416|Unf|0|409|GasA|Gd|Y|SBrkr|1097|896|0|0|0|2|1|4|1|TA|8|Typ|1|Gd|Attchd|1971|RFn|2|495|TA|TA|Y|0|66|0|0|0|0|NA|GdWo|NA|0|WD|Normal|190000,00|N/a|20/6/2006
154|25/02/2018|11/20/2022 12:00:00|20|RL|NA|13500|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|ClearCr|Norm|Norm|1Fam|1Story|6|7|1960|1975|Flat|CompShg|BrkFace|Plywood|None|0|TA|TA|CBlock|Gd|TA|Gd|BLQ|429|ALQ|1080|93|GasA|Gd|Y|SBrkr|1252|0|0|1|0|1|0|1|1|TA|4|Typ|1|Gd|Attchd|1960|RFn|2|564|TA|TA|Y|409|0|0|0|0|0|NA|NA|NA|0|WD|Normal|235000,00|N/a|20/3/2008
155|25/02/2018|11/21/2022 12:00:00|30|RM|84|11340|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|OldTown|Norm|Norm|1Fam|1Story|6|5|1923|1950|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|BrkTil|TA|TA|No|Unf|0|Unf|0|1200|GasA|TA|Y|FuseA|1200|0|0|0|0|1|0|4|1|TA|7|Typ|0|NA|Detchd|1923|Unf|1|312|Fa|Fa|Y|0|0|228|0|0|0|NA|NA|NA|0|WD|Family|125000,00|N/a|20/3/2006
156|25/02/2018|11/22/2022 12:00:00|50|RL|60|9600|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|Edwards|Artery|Norm|1Fam|1.5Fin|6|5|1924|1950|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|BrkTil|TA|TA|No|Unf|0|Unf|0|572|Grav|Fa|N|FuseF|572|524|0|0|0|1|0|2|1|TA|5|Typ|0|NA|NA|NA|NA|0|0|NA|NA|N|0|8|128|0|0|0|NA|NA|NA|0|WD|Normal|79000,00|N/a|20/4/2008
157|25/02/2018|11/23/2022 12:00:00|20|RL|60|7200|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|5|7|1950|1950|Hip|CompShg|Wd Sdng|Wd Sdng|None|0|TA|TA|CBlock|NA|NA|NA|NA|0|NA|0|0|GasA|TA|Y|FuseF|1040|0|0|0|0|1|0|2|1|TA|5|Typ|0|NA|Detchd|1950|Unf|2|625|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|109500,00|N/a|20/6/2006
158|25/02/2018|11/24/2022 12:00:00|60|RL|92|12003|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|Timber|Norm|Norm|1Fam|2Story|8|5|2009|2010|Gable|CompShg|VinylSd|VinylSd|BrkFace|84|Gd|TA|PConc|Ex|TA|No|Unf|0|Unf|0|774|GasA|Ex|Y|SBrkr|774|1194|0|0|0|2|1|4|1|Ex|8|Typ|1|Gd|BuiltIn|2009|Fin|3|680|TA|TA|Y|0|75|0|0|0|0|NA|NA|NA|0|New|Partial|269500,00|N/a|20/5/2010
159|25/02/2018|11/25/2022 12:00:00|60|FV|100|12552|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|Somerst|Norm|Norm|1Fam|2Story|7|5|2004|2005|Gable|CompShg|VinylSd|VinylSd|None|0|Gd|TA|PConc|Gd|TA|No|GLQ|222|Unf|0|769|GasA|Ex|Y|SBrkr|991|956|0|0|0|2|1|3|1|Gd|8|Typ|1|Gd|Attchd|2004|RFn|2|678|TA|TA|Y|0|136|0|0|0|0|NA|GdWo|NA|0|WD|Normal|254900,00|N/a|20/5/2010
160|25/02/2018|11/26/2022 12:00:00|60|RL|134|19378|Pave|NA|IR1|HLS|AllPub|Corner|Gtl|Gilbert|Norm|Norm|1Fam|2Story|7|5|2005|2006|Gable|CompShg|VinylSd|VinylSd|BrkFace|456|Gd|TA|PConc|Gd|TA|Mn|GLQ|57|Unf|0|1335|GasA|Ex|Y|SBrkr|1392|1070|0|1|0|2|1|4|1|Gd|9|Typ|1|Gd|Attchd|2006|RFn|2|576|TA|TA|Y|239|132|0|168|0|0|NA|NA|NA|0|New|Partial|320000,00|N/a|20/3/2006
161|25/02/2018|11/27/2022 12:00:00|20|RL|NA|11120|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|Veenker|Norm|Norm|1Fam|1Story|6|6|1984|1984|Gable|CompShg|Plywood|Plywood|None|0|TA|TA|PConc|Gd|TA|No|BLQ|660|Unf|0|572|GasA|TA|Y|SBrkr|1232|0|0|0|0|2|0|3|1|TA|6|Typ|0|NA|Attchd|1984|Unf|2|516|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|162500,00|N/a|20/6/2008
162|25/02/2018|11/28/2022 12:00:00|60|RL|110|13688|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|2Story|9|5|2003|2004|Gable|CompShg|VinylSd|VinylSd|BrkFace|664|Gd|TA|PConc|Ex|TA|Av|GLQ|1016|Unf|0|556|GasA|Ex|Y|SBrkr|1572|1096|0|1|0|2|1|3|1|Ex|10|Typ|2|Gd|BuiltIn|2003|Fin|3|726|TA|TA|Y|400|0|0|0|0|0|NA|NA|NA|0|WD|Normal|412500,00|N/a|20/3/2008
163|25/02/2018|11/29/2022 12:00:00|20|RL|95|12182|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|NridgHt|Norm|Norm|1Fam|1Story|7|5|2005|2005|Gable|CompShg|VinylSd|VinylSd|BrkFace|226|Gd|TA|PConc|Gd|TA|Mn|BLQ|1201|Unf|0|340|GasA|Ex|Y|SBrkr|1541|0|0|0|0|2|0|3|1|Gd|7|Typ|1|Gd|Attchd|2005|RFn|2|532|TA|TA|Y|0|70|0|0|0|0|NA|NA|NA|0|New|Partial|220000,00|N/a|20/5/2010
164|25/02/2018|11/30/2022 12:00:00|45|RL|55|5500|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|OldTown|Norm|Norm|1Fam|1.5Unf|4|6|1956|1956|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|CBlock|TA|TA|No|Unf|0|Unf|0|882|GasA|Ex|Y|SBrkr|882|0|0|0|0|1|0|1|1|TA|4|Typ|0|NA|NA|NA|NA|0|0|NA|NA|Y|0|0|0|0|0|0|NA|MnPrv|NA|0|WD|Normal|103200,00|N/a|20/4/2007
165|25/02/2018|12/01/2022 12:00:00|40|RM|40|5400|Pave|Pave|Reg|Lvl|AllPub|Corner|Gtl|OldTown|Norm|Norm|1Fam|1Story|6|7|1926|2004|Gable|CompShg|MetalSd|MetalSd|None|0|TA|Gd|BrkTil|TA|TA|Mn|LwQ|370|Unf|0|779|GasA|Gd|Y|FuseA|1149|467|0|0|0|2|0|3|1|Gd|5|Typ|0|NA|Detchd|1926|Unf|1|216|TA|TA|Y|0|0|183|0|0|0|NA|NA|NA|0|WD|Normal|152000,00|N/a|20/10/2007
166|25/02/2018|12/02/2022 12:00:00|190|RL|62|10106|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Edwards|Norm|Norm|2fmCon|1.5Fin|5|7|1940|1999|Gable|CompShg|Wd Sdng|Wd Sdng|None|0|TA|Gd|BrkTil|TA|TA|No|ALQ|351|Rec|181|112|GasA|Gd|Y|SBrkr|808|547|0|1|0|2|0|4|2|TA|6|Typ|0|NA|NA|NA|NA|0|0|NA|NA|Y|140|0|0|0|0|0|NA|NA|NA|0|WD|Normal|127500,00|N/a|20/9/2008
167|25/02/2018|12/03/2022 12:00:00|20|RL|NA|10708|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|ClearCr|Norm|Norm|1Fam|1Story|5|5|1955|1993|Hip|CompShg|Wd Sdng|Wd Sdng|None|0|Gd|TA|CBlock|TA|TA|No|LwQ|379|BLQ|768|470|GasA|Ex|Y|FuseA|1867|0|0|1|0|1|0|2|1|TA|7|Typ|3|Gd|Attchd|1955|Fin|1|303|TA|TA|Y|476|0|0|0|142|0|NA|GdWo|NA|0|COD|Normal|190000,00|N/a|20/11/2009
168|25/02/2018|12/04/2022 12:00:00|60|RL|86|10562|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|NridgHt|Norm|Norm|1Fam|2Story|8|5|2007|2007|Gable|CompShg|VinylSd|VinylSd|Stone|300|Gd|TA|PConc|Ex|TA|No|GLQ|1288|Unf|0|294|GasA|Ex|Y|SBrkr|1610|551|0|1|0|1|1|3|1|Ex|8|Typ|1|Gd|Attchd|2007|Fin|3|789|TA|TA|Y|178|120|0|0|0|0|NA|NA|NA|0|New|Partial|325624,00|N/a|20/11/2007
169|25/02/2018|12/05/2022 12:00:00|60|RL|62|8244|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|Gilbert|Norm|Norm|1Fam|2Story|7|5|2004|2004|Gable|CompShg|VinylSd|VinylSd|None|0|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|840|GasA|Ex|Y|SBrkr|840|880|0|0|0|2|1|3|1|Gd|7|Typ|1|Gd|Attchd|2004|Fin|2|440|TA|TA|Y|100|48|0|0|0|0|NA|NA|NA|0|WD|Normal|183500,00|N/a|20/5/2007
170|25/02/2018|12/06/2022 12:00:00|20|RL|NA|16669|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|Timber|Norm|Norm|1Fam|1Story|8|6|1981|1981|Hip|WdShake|Plywood|Plywood|BrkFace|653|Gd|TA|CBlock|Gd|TA|No|Unf|0|Unf|0|1686|GasA|TA|Y|SBrkr|1707|0|0|0|0|2|1|2|1|TA|6|Typ|1|TA|Attchd|1981|RFn|2|511|TA|TA|Y|574|64|0|0|0|0|NA|NA|NA|0|WD|Normal|228000,00|N/a|20/1/2006
171|25/02/2018|12/07/2022 12:00:00|50|RM|NA|12358|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|OldTown|Feedr|Norm|1Fam|1.5Fin|5|6|1941|1950|Gable|CompShg|MetalSd|MetalSd|None|0|TA|TA|CBlock|TA|TA|No|Rec|360|Unf|0|360|GasA|TA|Y|SBrkr|854|0|528|0|0|1|1|2|1|TA|7|Typ|0|NA|Detchd|1991|Unf|2|660|TA|TA|Y|237|0|0|0|0|0|NA|NA|NA|0|WD|Normal|128500,00|N/a|20/5/2007
172|25/02/2018|12/08/2022 12:00:00|20|RL|141|31770|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|1Fam|1Story|6|5|1960|1960|Hip|CompShg|BrkFace|Plywood|Stone|112|TA|TA|CBlock|TA|Gd|Gd|BLQ|639|Unf|0|441|GasA|Fa|Y|SBrkr|1656|0|0|1|0|1|0|3|1|TA|7|Typ|2|Gd|Attchd|1960|Fin|2|528|TA|TA|P|210|62|0|0|0|0|NA|NA|NA|0|WD|Normal|215000,00|N/a|20/5/2010
173|25/02/2018|12/09/2022 12:00:00|160|RL|44|5306|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|StoneBr|Norm|Norm|TwnhsE|2Story|7|7|1987|1987|Gable|CompShg|HdBoard|HdBoard|None|0|Gd|Gd|PConc|Gd|Gd|No|GLQ|495|Rec|215|354|GasA|Gd|Y|SBrkr|1064|703|0|1|0|2|0|2|1|Gd|5|Typ|1|TA|Attchd|1987|RFn|2|504|Gd|TA|Y|441|35|0|0|0|0|NA|NA|NA|0|WD|Normal|239000,00|N/a|20/6/2006
174|25/02/2018|12/10/2022 12:00:00|20|RL|80|10197|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|NAmes|Norm|Norm|1Fam|1Story|6|5|1961|1961|Gable|CompShg|WdShing|Wd Shng|BrkCmn|491|TA|TA|CBlock|TA|TA|No|ALQ|288|Rec|374|700|GasA|TA|Y|SBrkr|1362|0|0|1|0|1|1|3|1|TA|6|Typ|1|TA|Attchd|1961|Unf|2|504|TA|TA|Y|0|20|0|0|0|0|NA|NA|NA|0|COD|Normal|163000,00|N/a|20/6/2008
175|25/02/2018|12/11/2022 12:00:00|20|RL|47|12416|Pave|NA|IR1|Lvl|AllPub|Inside|Gtl|Timber|Norm|Norm|1Fam|1Story|6|5|1986|1986|Gable|CompShg|VinylSd|Plywood|Stone|132|TA|TA|CBlock|Gd|Fa|No|ALQ|1398|LwQ|208|0|GasA|TA|Y|SBrkr|1651|0|0|1|0|2|0|3|1|TA|7|Min2|1|TA|Attchd|1986|Fin|2|616|TA|TA|Y|192|0|0|0|0|0|NA|NA|NA|0|WD|Normal|184000,00|N/a|20/11/2008
176|25/02/2018|12/12/2022 12:00:00|20|RL|84|12615|Pave|NA|Reg|Lvl|AllPub|Corner|Gtl|Edwards|Norm|Norm|1Fam|1Story|6|7|1950|2001|Gable|CompShg|WdShing|Wd Shng|None|0|TA|TA|CBlock|TA|Gd|Av|ALQ|477|Unf|0|725|GasA|TA|Y|SBrkr|2158|0|0|1|0|2|0|4|1|Gd|7|Typ|1|Gd|Attchd|1950|Unf|2|576|TA|TA|Y|0|29|39|0|0|0|NA|MnPrv|NA|0|WD|Normal|243000,00|N/a|20/6/2007
177|25/02/2018|12/13/2022 12:00:00|60|RL|97|10029|Pave|NA|IR1|Lvl|AllPub|Corner|Gtl|ClearCr|Norm|Norm|1Fam|2Story|6|5|1988|1989|Gable|CompShg|Plywood|Plywood|BrkFace|268|Gd|TA|PConc|Gd|TA|No|GLQ|831|Unf|0|320|GasA|TA|Y|SBrkr|1164|896|0|0|1|2|1|4|1|TA|8|Typ|1|TA|Attchd|1988|Unf|2|521|TA|TA|Y|0|228|0|0|192|0|NA|NA|NA|0|WD|Normal|211000,00|N/a|20/9/2007
178|25/02/2018|12/14/2022 12:00:00|50|RL|NA|13650|Pave|NA|Reg|Lvl|AllPub|Inside|Gtl|Sawyer|Norm|Norm|1Fam|1.5Fin|5|5|1958|1958|Gable|CompShg|MetalSd|MetalSd|None|0|Gd|Gd|CBlock|TA|TA|No|ALQ|57|BLQ|441|554|GasA|Ex|Y|SBrkr|1252|668|0|1|0|2|0|4|1|Gd|8|Typ|1|Gd|Attchd|1958|Unf|2|451|TA|TA|Y|0|0|0|0|0|0|NA|NA|NA|0|WD|Normal|172500,00|N/a|20/7/2006
179|25/02/2018|12/15/2022 12:00:00|20|RL|63|17423|Pave|NA|IR1|Lvl|AllPub|CulDSac|Gtl|StoneBr|Norm|Norm|1Fam|1Story|9|5|2008|2009|Hip|CompShg|VinylSd|VinylSd|Stone|748|Ex|TA|PConc|Ex|TA|No|GLQ|1904|Unf|0|312|GasA|Ex|Y|SBrkr|2234|0|0|1|0|2|0|1|1|Ex|9|Typ|1|Gd|Attchd|2009|Fin|3|1166|TA|TA|Y|0|60|0|0|0|0|NA|NA|NA|0|New|Partial|501837,00|N/a|20/7/2009
